edge_id,chain,hop,layer,kind,src_module,src_offset,src_name,src_insn,dst_module,dst_offset,dst_name,resolved_by,confidence,evidence,source,note
E0017,CH-08,0,L1,declares_native,classes.dex,,Lcom/snake/helper/Native;,ACC_NATIVE method declaration,classes.dex,,Lcom/snake/helper/Native;->update(Ljava/lang/Object;Ljava/lang/reflect/Method;)V,dex method_ids access flags,proven,expected static export Java_com_snake_helper_Native_update is exported by NOBODY -> must be bound via RegisterNatives,fragments/F2_dex_natives.txt,
E0018,CH-08,0,L1,declares_native,classes.dex,,Lcom/snake/helper/flagger;,ACC_NATIVE method declaration,classes.dex,,Lcom/snake/helper/flagger;->na()V,dex method_ids access flags,proven,expected static export Java_com_snake_helper_flagger_na is exported by NOBODY -> must be bound via RegisterNatives,fragments/F2_dex_natives.txt,
E0019,CH-08,0,L1,declares_native,classes.dex,,Lcom/snake/helper/flagger;,ACC_NATIVE method declaration,classes.dex,,Lcom/snake/helper/flagger;->nb()V,dex method_ids access flags,proven,expected static export Java_com_snake_helper_flagger_nb is exported by NOBODY -> must be bound via RegisterNatives,fragments/F2_dex_natives.txt,
E0020,CH-08,1,L1,invokes_native_class,classes.dex,0xed930,Landroidx/appcompat/view/menu/b8;->callActivityOnResume(Landroid/app/Activity;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0024,CH-08,2,L1,invokes_native_class,classes.dex,0x14324e,Landroidx/appcompat/view/menu/vx;->b(Ljava/lang/String;JZ)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0025,CH-08,3,L1,invokes_native_class,classes.dex,0x143344,Landroidx/appcompat/view/menu/vx;->c(JILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0026,CH-08,4,L1,invokes_native_class,classes.dex,0x14335c,Landroidx/appcompat/view/menu/vx;->c(JILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0027,CH-08,5,L1,invokes_native_class,classes.dex,0x14339e,Landroidx/appcompat/view/menu/vx;->c(JILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0028,CH-08,6,L1,invokes_native_class,classes.dex,0x1433f2,Landroidx/appcompat/view/menu/vx;->c(JILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0029,CH-08,7,L1,invokes_native_class,classes.dex,0x14348e,Landroidx/appcompat/view/menu/vx;->f(Landroid/app/Activity;Ljava/lang/String;IJZ)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0030,CH-08,8,L1,invokes_native_class,classes.dex,0x14349c,Landroidx/appcompat/view/menu/vx;->f(Landroid/app/Activity;Ljava/lang/String;IJZ)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0033,CH-08,9,L1,invokes_native_class,classes.dex,0x1573c4,Landroidx/appcompat/view/menu/z10;->a(Ljava/lang/String;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0034,CH-08,10,L1,invokes_native_class,classes.dex,0x157436,Landroidx/appcompat/view/menu/z10;->b(Ljava/lang/String;Ljava/lang/String;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0035,CH-08,11,L1,invokes_native_class,classes.dex,0x157930,Landroidx/appcompat/view/menu/z10;->c(Landroid/content/Context;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0023,CH-08,12,L1,invokes_native_class,classes.dex,0x1626fc,Landroidx/appcompat/view/menu/p60;->uncaughtException(Ljava/lang/Thread;Ljava/lang/Throwable;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0022,CH-08,13,L1,invokes_native_class,classes.dex,0x17f438,Landroidx/appcompat/view/menu/ne0;->run()V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0021,CH-08,14,L1,invokes_native_class,classes.dex,0x1b06d0,Landroidx/appcompat/view/menu/jv0;->O2(Ljava/lang/String;Ljava/lang/String;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0031,CH-08,15,L1,invokes_native_class,classes.dex,0x1b3598,Landroidx/appcompat/view/menu/yu0;->f(Landroid/content/Context;Landroidx/appcompat/view/menu/wb;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0032,CH-08,16,L1,invokes_native_class,classes.dex,0x1b35d6,Landroidx/appcompat/view/menu/yu0;->f(Landroid/content/Context;Landroidx/appcompat/view/menu/wb;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0036,CH-08,17,L1,invokes_native_class,classes.dex,0x292228,Lcom/Entry;->C(Landroidx/appcompat/view/menu/id0;Landroidx/appcompat/view/menu/kd0$d;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0001,CH-01,1,L1,invokes_loader,classes.dex,0x2b6c2e,Lcom/snake/App;-><clinit>()V,"invoke-static {...}, Ljava/lang/System;->loadLibrary(Ljava/lang/String;)V",android-runtime,,"java.lang.System.loadLibrary(""engine"")",library name from fill-array-data+String([B),proven,"fill-array-data instruction at file 0x2b6c22 points to the payload at 0x2b6c38 (ident=0x0300, element_width=1, size=6); the 6 bytes at 0x2b6c40 are 656e67696e65 = 'engine'",fragments/F2_dex_natives.txt + fragments.json:dex.loader_call_sites,
E0003,CH-01,2,L1,invokes_loader,classes.dex,0x2b6c40,Lcom/snake/App;-><clinit>()V,fill-array-data payload = 656e67696e65,classes.dex,,"string literal ""engine"" built at run time",payload bytes decoded as ASCII,proven,"fill-array-data instruction at file 0x2b6c22 points to the payload at 0x2b6c38 (ident=0x0300, element_width=1, size=6); the 6 bytes at 0x2b6c40 are 656e67696e65 = 'engine'",fragments.json:dex.loader_call_sites,the name never appears in the dex string pool
E0037,CH-08,18,L1,invokes_native_class,classes.dex,0x2b911c,Lcom/snake/helper/Native;->a(Landroid/app/Activity;Ljava/lang/String;IJZ)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0038,CH-08,19,L1,invokes_native_class,classes.dex,0x2b914e,Lcom/snake/helper/Native;->logIn(Ljava/lang/String;J)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0006,CH-09,0,L1,invokes_loader,classes.dex,0x2bafd6,Lio/flutter/embedding/engine/FlutterJNI;->loadLibrary()V,fill-array-data payload = ,classes.dex,,"string literal ""flutter"" built at run time",payload bytes decoded as ASCII,proven,"const-string ""flutter"" at file 0x2bafd6 in Lio/flutter/embedding/engine/FlutterJNI;->loadLibrary()V",fragments.json:dex.loader_call_sites,the name never appears in the dex string pool
E0004,CH-09,1,L1,invokes_loader,classes.dex,0x2bafda,Lio/flutter/embedding/engine/FlutterJNI;->loadLibrary()V,"invoke-static {...}, Ljava/lang/System;->loadLibrary(Ljava/lang/String;)V",android-runtime,,"java.lang.System.loadLibrary(""flutter"")",library name from const-string,proven,"const-string ""flutter"" at file 0x2bafd6 in Lio/flutter/embedding/engine/FlutterJNI;->loadLibrary()V",fragments/F2_dex_natives.txt + fragments.json:dex.loader_call_sites,
E0039,CH-08,20,L1,invokes_native_class,classes.dex,0x38e7ec,Lio/flutter/view/TextureRegistry$SurfaceTextureEntry;->setOnTrimMemoryListener(Lio/flutter/view/TextureRegistry$b;)V,invoke-* (the invoked member is not recorded per site in F2),classes.dex,,Lcom/snake/helper/Native;,dex code-item scan (F2),proven,"F2 lists this invoke offset under 'Lcom/snake/helper/Native;: N distinct caller method(s)'; the class names are obfuscated into androidx.appcompat.view.menu.*, so the offset is the reliable half of the evidence",fragments/F2_dex_natives.txt,
E0084,CH-03,5,L2,calls_entry_point,android-runtime,,linker (dlopen of libengine.so),call DT_INIT/JNI_OnLoad after the .init_array runs,libengine.so,0xf3fa0,JNI_OnLoad,.dynsym STT_FUNC export,proven,"F4: exports 17 defined dynamic symbols, 0 of them Java_*; JNI_OnLoad @0xf3fa0. Ghidra independently places it at 0x1f3fa0 = 0xf3fa0 + 0x100000",fragments/F4_libengine_jni.txt,
E0131,CH-06,2,L2,calls_entry_point,android-runtime,,ART (a Java caller of Lcom/snake/helper/Native;->update),call through the fnPtr registered by RegisterNatives,libengine.so,0x81eeb0,.mytext fnPtr 0x81eeb0 (decodes as 'ret'; the body starts at 0x81eeb4),the only statically recovered fnPtr of the 13 registrations,strong,"F4: site @0xb40a8 entry[1].fnPtr = 0x81eeb0 in .mytext; the instruction at 0x81eeb0 decodes as `ret` and 0x81eeb4 opens a real prologue (`stp x29, x30, [sp, #-0x20]!`), so the pointer as published returns immediately - see the gap list",fragments/F4b_libengine_mytext.asm,
E0002,CH-01,3,L2,loads_library,android-runtime,,"System.loadLibrary(""engine"")",dlopen,libengine.so,,lib/arm64-v8a/libengine.so,SONAME of the committed library,proven,"APK member lib/arm64-v8a/libengine.so == repo copy binaries/libengine.so (sha256 f5d751e6bde8f059..., 8,544,568 bytes, match=True)",fragments/F1_apk_inventory.txt,
E0005,CH-09,2,L2,loads_library,android-runtime,,"System.loadLibrary(""flutter"")",dlopen,libflutter.so,,lib/arm64-v8a/libflutter.so,SONAME of the committed library,proven,"APK member lib/arm64-v8a/libflutter.so == repo copy flutter_libs/libflutter.so (sha256 0baa710d6b7f7de2..., 10,714,752 bytes, match=True)",fragments/F1_apk_inventory.txt,
E0040,CH-02,4,L2,loader_init_call,libengine.so,0x825c78,.init_array[0],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x11ab10,"_INIT_0 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825c78 -> 0x11ab10 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0041,CH-02,2,L2,loader_init_call,libengine.so,0x825c80,.init_array[1],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x147dec,"_INIT_1 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825c80 -> 0x147dec in .text, value_from=reloc",fragments.json:libengine.init_array,
E0042,CH-02,3,L2,loader_init_call,libengine.so,0x825c88,.init_array[2],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x1750d8,"_INIT_2 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825c88 -> 0x1750d8 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0043,CH-02,4,L2,loader_init_call,libengine.so,0x825c90,.init_array[3],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x1a23c4,"_INIT_3 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825c90 -> 0x1a23c4 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0044,CH-02,5,L2,loader_init_call,libengine.so,0x825c98,.init_array[4],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x1cf6b0,"_INIT_4 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825c98 -> 0x1cf6b0 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0045,CH-02,6,L2,loader_init_call,libengine.so,0x825ca0,.init_array[5],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x1fc99c,"_INIT_5 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825ca0 -> 0x1fc99c in .text, value_from=reloc",fragments.json:libengine.init_array,
E0046,CH-02,7,L2,loader_init_call,libengine.so,0x825ca8,.init_array[6],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x229c88,"_INIT_6 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825ca8 -> 0x229c88 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0047,CH-02,8,L2,loader_init_call,libengine.so,0x825cb0,.init_array[7],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x256f74,"_INIT_7 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cb0 -> 0x256f74 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0048,CH-02,9,L2,loader_init_call,libengine.so,0x825cb8,.init_array[8],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x284260,"_INIT_8 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cb8 -> 0x284260 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0049,CH-02,10,L2,loader_init_call,libengine.so,0x825cc0,.init_array[9],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x2b154c,"_INIT_9 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cc0 -> 0x2b154c in .text, value_from=reloc",fragments.json:libengine.init_array,
E0050,CH-02,11,L2,loader_init_call,libengine.so,0x825cc8,.init_array[10],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x2de838,"_INIT_10 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cc8 -> 0x2de838 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0051,CH-02,12,L2,loader_init_call,libengine.so,0x825cd0,.init_array[11],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x30bb24,"_INIT_11 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cd0 -> 0x30bb24 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0052,CH-02,13,L2,loader_init_call,libengine.so,0x825cd8,.init_array[12],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x338e10,"_INIT_12 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cd8 -> 0x338e10 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0053,CH-02,14,L2,loader_init_call,libengine.so,0x825ce0,.init_array[13],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x3660ec,"_INIT_13 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825ce0 -> 0x3660ec in .text, value_from=reloc",fragments.json:libengine.init_array,
E0054,CH-02,15,L2,loader_init_call,libengine.so,0x825ce8,.init_array[14],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x3933b8,"_INIT_14 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825ce8 -> 0x3933b8 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0055,CH-02,16,L2,loader_init_call,libengine.so,0x825cf0,.init_array[15],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x3c06a4,"_INIT_15 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cf0 -> 0x3c06a4 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0056,CH-02,17,L2,loader_init_call,libengine.so,0x825cf8,.init_array[16],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x3ed990,"_INIT_16 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825cf8 -> 0x3ed990 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0057,CH-02,18,L2,loader_init_call,libengine.so,0x825d00,.init_array[17],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x41ac7c,"_INIT_17 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d00 -> 0x41ac7c in .text, value_from=reloc",fragments.json:libengine.init_array,
E0058,CH-02,19,L2,loader_init_call,libengine.so,0x825d08,.init_array[18],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0xf8098,"_INIT_18 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d08 -> 0xf8098 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0059,CH-02,20,L2,loader_init_call,libengine.so,0x825d10,.init_array[19],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x447f68,"_INIT_19 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d10 -> 0x447f68 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0060,CH-02,21,L2,loader_init_call,libengine.so,0x825d18,.init_array[20],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x475254,"_INIT_20 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d18 -> 0x475254 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0061,CH-02,22,L2,loader_init_call,libengine.so,0x825d20,.init_array[21],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x4a2540,"_INIT_21 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d20 -> 0x4a2540 in .text, value_from=reloc",fragments.json:libengine.init_array,
E0062,CH-02,23,L2,loader_init_call,libengine.so,0x825d28,.init_array[22],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x4cf82c,"_INIT_22 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d28 -> 0x4cf82c in .text, value_from=reloc",fragments.json:libengine.init_array,
E0063,CH-02,24,L2,loader_init_call,libengine.so,0x825d30,.init_array[23],R_AARCH64_RELATIVE addend (the slot holds no file bytes),libengine.so,0x4fcb18,"_INIT_23 (.text, prologue e80f19fcfd7b01a9...)",.rela.dyn addend; Ghidra's 02_init_array_entries.txt agrees on all 44 after rebasing -0x100000,proven,"slot 0x825d30 -> 0x4fcb18 in .text, value_from=reloc",fragments.json:libengine.init_array,
